School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
Canterbury Primary School,Molesworth Street,Canterbury,3126,111,Boroondara (C),145.08314,-37.83096
The Lake Primary School,225 Seventeenth Street,Cabarita,3505,478,Mildura (RC),142.09314,-34.20592
Grey Street Primary School (Traralgon),30 - 44 Grey Street,Traralgon,3844,381,Latrobe (C),146.53712,-38.19305
Brunswick North Primary School,Pearson Street,Brunswick West,3055,525,Merri-bek (C),144.95043,-37.75984
Fawkner Primary School,Lorne Street,Fawkner,3060,525,Merri-bek (C),144.97476,-37.71524
Alphington Primary School,Yarralea Street,Alphington,3078,735,Yarra (C),145.03201,-37.78352
The Austin School,145 Studley Road,Heidelberg,3084,66,Banyule (C),145.05829,-37.75544
Bona Vista Primary School,520 Bona Vista Road,Bona Vista,3820,83,Baw Baw (S),145.95991,-38.21052
Banyan Fields Primary School,90 Cadles Road,Carrum Downs,3201,217,Frankston (C),145.18791,-38.0946
Norris Bank Primary School,146 Settlement Road,Bundoora,3083,707,Whittlesea (C),145.04263,-37.69451
Macclesfield Primary School,405 Macclesfield Road,Macclesfield,3782,745,Yarra Ranges (S),145.47537,-37.88979
Black Rock Primary School,71 Arkaringa Crescent,Black Rock,3193,91,Bayside (C),145.02165,-37.96987
Mount Evelyn Primary School,33 Monbulk Road,Mount Evelyn,3796,745,Yarra Ranges (S),145.38882,-37.79093
Kilsyth Primary School,Durham Road,Kilsyth,3137,745,Yarra Ranges (S),145.31494,-37.80211
Wonthaggi Primary School,18 Billson Street,Wonthaggi,3995,74,Bass Coast (S),145.58864,-38.60795
Spotswood Primary School,Melbourne Road,Spotswood,3015,311,Hobsons Bay (C),144.88174,-37.83045
Clyde Primary School,13 Oroya Grove,Clyde,3978,161,Casey (C),145.32639,-38.13232
Noble Park Primary School,65 Buckley Street,Noble Park,3174,267,Greater Dandenong (C),145.17391,-37.97063
Deepdene Primary School,958a Burke Road,Deepdene,3103,111,Boroondara (C),145.06136,-37.80837
Clifton Creek Primary School,1020 Deptford Road,Clifton Creek,3875,211,East Gippsland (S),147.65939,-37.70208
Kennington Primary School,60 Crook Street,Kennington,3550,262,Greater Bendigo (C),144.3075,-36.7688
Cardinia Primary School,2405 Ballarto Road,Cardinia,3978,145,Cardinia (S),145.42377,-38.1458
Grahamvale Primary School,85 Grahamvale Road,Grahamvale,3631,283,Greater Shepparton (C),145.43072,-36.3572
Irymple South Primary School,3208 Fifteenth Street,Irymple,3498,478,Mildura (RC),142.19062,-34.25249
Glen Huntly Primary School,170 Grange Road,Glen Huntly,3163,231,Glen Eira (C),145.04623,-37.89377
Nanneella Estate Primary School,159 Bennett Road,Nanneella,3561,137,Campaspe (S),144.77804,-36.31297
Wantirna Primary School,120 Mountain Highway,Wantirna,3152,367,Knox (C),145.21651,-37.85626
Wonthaggi North Primary School,Cnr White & Wentworth Road,Wonthaggi,3995,74,Bass Coast (S),145.60023,-38.59882
Melton South Primary School,38 - 46 Exford Road,Melton South,3338,465,Melton (C),144.57426,-37.70872
Chelsea Primary School,34-44 Argyle Ave,Chelsea,3196,343,Kingston (C),145.12231,-38.05489
Hampton Primary School,528 Hampton Street,Hampton,3188,91,Bayside (C),145.00348,-37.93339
Victorian College For The Deaf,597 St Kilda Road,Melbourne,3004,460,Melbourne (C),144.98231,-37.84977
Balliang East Primary School,4 School Road,Balliang East,3340,515,Moorabool (S),144.41535,-37.79498
Edithvale Primary School,42-54 Edithvale Road,Edithvale,3196,343,Kingston (C),145.11297,-38.03749
Orrvale Primary School,300 Channel Road,Orrvale,3631,283,Greater Shepparton (C),145.44054,-36.41041
Penders Grove Primary School,370 Victoria Road,Thornbury,3071,189,Darebin (C),145.01427,-37.75452
Underbool Primary School,67 Cotter Street,Underbool,3509,478,Mildura (RC),141.81405,-35.17057
Caulfield Junior College,186 Balaclava Road,Caulfield North,3161,231,Glen Eira (C),145.02156,-37.87211
Seaford Primary School,Mcrae Street,Seaford,3198,217,Frankston (C),145.1305,-38.10444
Wattle Park Primary School,225 Warrigal Road,Burwood,3125,698,Whitehorse (C),145.09737,-37.84264
Murrabit Group School,61 Browning Avenue,Murrabit,3579,225,Gannawarra (S),143.95075,-35.52884
Preston West Primary School,383 Murray Road,Preston,3072,189,Darebin (C),144.99553,-37.73737
Thornbury Primary School,16-22 Hutton Street,Thornbury,3071,189,Darebin (C),144.99675,-37.75543
Footscray West Primary School,Argyle Street,West Footscray,3012,433,Maribyrnong (C),144.87527,-37.79487
Wandin North Primary School,220 Warburton Highway,Wandin North,3139,745,Yarra Ranges (S),145.40971,-37.76978
Gardenvale Primary School,66 Landcox Street,Brighton East,3187,91,Bayside (C),145.01503,-37.90468
Beaumaris Primary School,99 Dalgetty Road,Beaumaris,3193,91,Bayside (C),145.03759,-37.98527
Currawa Primary School,2 Ridge Road,Dookie Campus,3647,283,Greater Shepparton (C),145.70379,-36.38475
Cann River P-12 College,20-24 Tamboon Road,Cann River,3890,211,East Gippsland (S),149.15302,-37.5697
Altona Primary School,109 Blyth Street,Altona,3018,311,Hobsons Bay (C),144.82274,-37.86771
Devon Meadows Primary School,50 Worthing Road,Devon Meadows,3977,161,Casey (C),145.30138,-38.16203
Upper Ferntree Gully Primary School,Talaskia Road,Upper Ferntree Gully,3156,367,Knox (C),145.31432,-37.8956
Eildon Primary School,45 High Street,Eildon,3713,562,Murrindindi (S),145.90676,-37.23397
Bittern Primary School,Portsmouth Road,Bittern,3918,534,Mornington Peninsula (S),145.17168,-38.33986
Colbinabbin Primary School,56 Mitchell Street,Colbinabbin,3559,137,Campaspe (S),144.80166,-36.58988
Stanhope Primary School,48 Midland Highway,Stanhope,3623,137,Campaspe (S),144.98802,-36.4481
Hurstbridge Primary School,961-989 Heidelberg-Kinglake Rd,Hurstbridge,3099,571,Nillumbik (S),145.19812,-37.6359
Coburg West Primary School,185-187 Reynard Street,Coburg,3058,525,Merri-bek (C),144.94762,-37.74715
Elwood Primary School,Scott Street,Elwood,3184,590,Port Phillip (C),144.98836,-37.8815
Mont Albert Primary School,Barloa Road,Mont Albert,3127,698,Whitehorse (C),145.10273,-37.81308
Dhurringile Primary School,605 Langham Road,Dhurringile,3610,283,Greater Shepparton (C),145.23979,-36.5432
Strathewen Primary School,5 School Ridge Road,Strathewen,3099,571,Nillumbik (S),145.27009,-37.54758
Don Valley Primary School,Old Dalry Road,Don Valley,3139,745,Yarra Ranges (S),145.58741,-37.7602
Reservoir Primary School,Duffy Street,Reservoir,3073,189,Darebin (C),145.00677,-37.71142
Yallourn North Primary School,2A Reserve Street,Yallourn North,3825,381,Latrobe (C),146.36222,-38.16321
Toorloo Arm Primary School,315 Lake Tyers Beach Road,Lake Tyers Beach,3909,211,East Gippsland (S),148.05097,-37.85254
Girgarre Primary School,528 Winter Road,Girgarre,3624,137,Campaspe (S),144.97376,-36.39811
Gladysdale Primary School,550 Little Yarra Road,Gladysdale,3797,745,Yarra Ranges (S),145.65099,-37.82025
Mildura West Primary School,219-227  Ninth Street,Mildura,3500,478,Mildura (RC),142.15239,-34.17973
Moonee Ponds Primary School,87 Wilson Street,Moonee Ponds,3039,506,Moonee Valley (C),144.93299,-37.76334
Kingsville Primary School,58 Bishop Street,Yarraville,3013,433,Maribyrnong (C),144.87466,-37.8126
Kallista Primary School,72 Monbulk Road,Kallista,3791,745,Yarra Ranges (S),145.37,-37.88509
Essendon North Primary School,112 Keilor Road,Essendon North,3041,506,Moonee Valley (C),144.90319,-37.74152
Ascot Vale West Primary School,Langs Rd,Ascot Vale,3032,506,Moonee Valley (C),144.91112,-37.78068
Hartwell Primary School,Milverton St,Camberwell,3124,111,Boroondara (C),145.08447,-37.84805
Red Cliffs Primary School,Murray Avenue,Red Cliffs,3496,478,Mildura (RC),142.18531,-34.31157
Wattle Glen Primary School,16-24 Reynolds Road,Wattle Glen,3096,571,Nillumbik (S),145.18204,-37.66884
Hampton Park Primary School,32 Somerville Road,Hampton Park,3976,161,Casey (C),145.25289,-38.03041
Colac West Primary School,12 Ligar Street,Colac,3250,175,Colac-Otway (S),143.57975,-38.33642
Ripponlea Primary School,25 Carrington Grove,St Kilda East,3183,231,Glen Eira (C),145.00505,-37.87461
Montmorency Primary School,60a Rattray Road,Montmorency,3094,66,Banyule (C),145.1216,-37.71765
Moriac Primary School,785 Hendy Main Road,Moriac,3240,649,Surf Coast (S),144.17557,-38.24139
Ringwood North Primary School,172 Oban Road,Ringwood North,3134,441,Maroondah (C),145.23074,-37.79313
Red Cliffs East Primary School,Block 67a Nerrum Avenue,Red Cliffs,3496,478,Mildura (RC),142.21427,-34.30511
Lloyd Street Primary School,Lloyd Street,Malvern East,3145,635,Stonnington (C),145.05611,-37.87242
Bayswater North Primary School,Stuart Street,Bayswater North,3153,441,Maroondah (C),145.29562,-37.8288
Westbreen Primary School,2-10 Pascoe Street,Pascoe Vale,3044,525,Merri-bek (C),144.93548,-37.71629
Point Cook Prep - Year 9 College,18 - 50 Ponsford Drive,Point Cook,3030,726,Wyndham (C),144.72449,-37.8938
Footscray North Primary School,14 Rosamond Road,Footscray,3011,433,Maribyrnong (C),144.88337,-37.78775
Airly Primary School,226 Airly Estate Road,Airly,3851,681,Wellington (S),147.1139,-38.02571
Camberwell South Primary School,Peate Avenue,Glen Iris,3146,111,Boroondara (C),145.06261,-37.8479
Parkdale Primary School,305-311 Nepean Highway,Parkdale,3195,343,Kingston (C),145.0831,-37.99279
Hughesdale Primary School,Brine Street,Hughesdale,3166,497,Monash (C),145.07764,-37.90584
Westgarth Primary School,45 Brooke St & 311 Clarke St,Northcote,3070,189,Darebin (C),145.00556,-37.77647
Auburn South Primary School,419 Tooronga Road,Hawthorn East,3123,111,Boroondara (C),145.04589,-37.83926
Aspendale Primary School,23 Laura Street,Aspendale,3195,343,Kingston (C),145.09976,-38.02027
Eltham North Primary School,35-47 Wattletree Road,Eltham North,3095,571,Nillumbik (S),145.15087,-37.70011
Merrivale Primary School,158 Merrivale Drive,Warrnambool,3280,673,Warrnambool (C),142.45615,-38.37802
Dandenong West Primary School,32 Birdwood Avenue,Dandenong,3175,267,Greater Dandenong (C),145.20042,-37.98074
Yarra Road Primary School,222 - 228 Yarra Road,CROYDON NORTH,3136,441,Maroondah (C),145.27223,-37.7664
Aberfeldie Primary School,Doone Street,Essendon,3040,506,Moonee Valley (C),144.89477,-37.75649
Manifold Heights Primary School,20-24 Strachan Avenue,Manifold Heights,3218,275,Greater Geelong (C),144.33292,-38.13597
Nungurner Primary School,455 Nungurner Road,Nungurner,3909,211,East Gippsland (S),147.88839,-37.86592
Dingley Primary School,111-115 Centre Dandenong Road,Dingley Village,3172,343,Kingston (C),145.1325,-37.9826
Cardross Primary School,415 Dairtnunk Avenue,Cardross,3496,478,Mildura (RC),142.14504,-34.28801
Albion Primary School,61-81 Adelaide Street,Albion,3020,118,Brimbank (C),144.81975,-37.77808
Lemnos Primary School,Lemnos Road,Lemnos,3631,283,Greater Shepparton (C),145.46246,-36.35805
Tarwin Lower Primary School,School Road,Tarwin Lower,3956,617,South Gippsland (S),145.86706,-38.70257
Nepean Special School,33 Klauer St,Seaford,3198,217,Frankston (C),145.14233,-38.11943
Brunswick South West Primary School,South Daly Street,Brunswick West,3055,525,Merri-bek (C),144.94352,-37.77058
Bell Primary School,78A Oakover Road,Preston,3072,189,Darebin (C),144.99061,-37.7477
Chatham Primary School,Weybridge Street,Surrey Hills,3127,111,Boroondara (C),145.0916,-37.81765
Caulfield South Primary School,24 Bundeera Road,Caulfield South,3162,231,Glen Eira (C),145.0308,-37.89525
Ashburton Primary School,Fakenham Road,Ashburton,3147,111,Boroondara (C),145.08362,-37.8622
Bentleigh West Primary School,23 Brewer Road,Bentleigh,3204,231,Glen Eira (C),145.02677,-37.92059
Seaspray Primary School,15 Prospect Road,Seaspray,3851,681,Wellington (S),147.17062,-38.35649
Anglesea Primary School,85 Camp Road,Anglesea,3230,649,Surf Coast (S),144.19184,-38.39678
Briar Hill Primary School,25 Gladstone Road,Briar Hill,3088,66,Banyule (C),145.11622,-37.70831
Zeerust Primary School,245 Zeerust Road,Zeerust,3634,283,Greater Shepparton (C),145.40507,-36.2772
McKinnon Primary School,253 Tucker Road,Ormond,3204,231,Glen Eira (C),145.0528,-37.90805
Clayton South Primary School,539 Clayton Road,Clayton South,3169,343,Kingston (C),145.11644,-37.94048
Ivanhoe East Primary School,35 Warncliffe Road,Ivanhoe East,3079,66,Banyule (C),145.05945,-37.77459
Cobains Primary School,3 Crofts Road,Cobains,3851,681,Wellington (S),147.13228,-38.07479
Mildura South Primary School,593 Deakin Avenue,Mildura South,3501,478,Mildura (RC),142.12679,-34.21348
Tate Street Primary School Geelong,1B Tate Street,Geelong East,3219,275,Greater Geelong (C),144.3792,-38.16605
Brunswick North West Primary School,Culloden Street,Brunswick West,3055,525,Merri-bek (C),144.94359,-37.75671
Katandra West Primary School,17-27 Bankin Street,Katandra West,3634,283,Greater Shepparton (C),145.56071,-36.22547
Fleetwood Primary School,97 Fleetwood Drive,Narre Warren,3805,161,Casey (C),145.3181,-38.0393
Sandringham East Primary School,9 Holloway Road,Sandringham,3191,91,Bayside (C),145.02222,-37.95667
Seaholme Primary School,33 Civic Parade,Seaholme,3018,311,Hobsons Bay (C),144.83991,-37.86421
Somers Primary School,87 Camp Hill Road,Somers,3927,534,Mornington Peninsula (S),145.16461,-38.39212
Travancore School,50 Flemington Street,TRAVANCORE,3032,506,Moonee Valley (C),144.93487,-37.7819
Upwey Primary School,15 Darling Avenue,Upwey,3158,745,Yarra Ranges (S),145.3328,-37.90287
Coburg North Primary School,180 O'Hea Street,Coburg,3058,525,Merri-bek (C),144.95185,-37.73617
Rosanna Primary School,Grandview Grove,Rosanna,3084,66,Banyule (C),145.0629,-37.73539
Wantirna South Primary School,16 Tyner Road,Wantirna South,3152,367,Knox (C),145.23734,-37.87253
Strathmore Primary School,14-34 Lloyd Street,Strathmore,3041,506,Moonee Valley (C),144.917,-37.73551
Balwyn North Primary School,Buchanan Avenue,Balwyn North,3104,111,Boroondara (C),145.07704,-37.7967
Solway Primary School,Winton Road,Ashburton,3147,111,Boroondara (C),145.07283,-37.87324
Wangaratta West Primary School,47-49 Phillipson Street,Wangaratta,3677,670,Wangaratta (RC),146.30442,-36.35413
Mount Beauty Primary School,Lakeside Avenue,Mount Beauty,3699,11,Alpine (S),147.17159,-36.7395
Newlands Primary School,2-26 Murphy Street,Preston,3072,189,Darebin (C),144.98538,-37.73011
Somers School Camp,124 Lord Somers Road,Somers,3927,534,Mornington Peninsula (S),145.14575,-38.38878
Newborough Primary School,24 Murray Road,Newborough,3825,381,Latrobe (C),146.29279,-38.18858
Traralgon (Stockdale Road) Primary School,7 Stockdale Road,Traralgon,3844,381,Latrobe (C),146.52417,-38.18998
Gowrie Street Primary School Shepparton,1-19 Gowrie Street,Shepparton,3630,283,Greater Shepparton (C),145.39635,-36.3668
Tootgarook Primary School,Carmichael Street,Tootgarook,3941,534,Mornington Peninsula (S),144.85732,-38.36948
Moe (South Street) Primary School,34 South Street,Moe,3825,381,Latrobe (C),146.26006,-38.18319
Roslyn Primary School,183 Roslyn Road,Belmont,3216,275,Greater Geelong (C),144.32982,-38.17401
Newport Gardens Primary School,Cnr Woods St & Maddox Rd,Newport,3015,311,Hobsons Bay (C),144.86883,-37.84521
St Georges Road Primary School Shepparton,120 St Georges Road,Shepparton,3630,283,Greater Shepparton (C),145.40574,-36.39009
Malvern Valley Primary School,1A Abbotsford Avenue,Malvern East,3145,635,Stonnington (C),145.08149,-37.8807
Newborough East Primary School,300 Old Sale Road,Newborough,3825,381,Latrobe (C),146.29376,-38.179
Belmore School,49 Stroud Street,Balwyn,3103,111,Boroondara (C),145.08114,-37.80428
Croxton Special School,159-165 Beaconsfield Parade,Northcote,3070,189,Darebin (C),144.9874,-37.764
Herne Hill Primary School,2-24 Gwynne Street,Hamlyn Heights,3218,275,Greater Geelong (C),144.33245,-38.12936
Frankston East Primary School,6A Ashleigh Avenue,Frankston,3199,217,Frankston (C),145.14553,-38.14663
Selby Primary School,2 Morley Street,Selby,3159,745,Yarra Ranges (S),145.36752,-37.91143
Reservoir East Primary School,58 Boldrewood Parade,Reservoir,3073,189,Darebin (C),145.02184,-37.71998
Tucker Road Bentleigh Primary School,16 Tucker Rd,Bentleigh,3204,231,Glen Eira (C),145.04901,-37.93254
Katunga Primary School,24 CARTER STREET,Katunga,3640,490,Moira (S),145.45561,-35.99856
Ballarat North Primary School,513 Landsborough Street,Ballarat,3350,57,Ballarat (C),143.86281,-37.5401
Bandiana Primary School,44 Leumeah Road,Bandiana,3694,717,Wodonga (C),146.92714,-36.15296
Greythorn Primary School,Reading Avenue,Balwyn North,3104,111,Boroondara (C),145.09596,-37.80143
Warragul North Primary School,5 O'Dowds Road,Warragul,3820,83,Baw Baw (S),145.93985,-38.14811
Horsham West and Haven Primary School,24 Hillary Street,Horsham,3400,319,Horsham (RC),142.17999,-36.71742
Traralgon (Kosciuszko Street) Primary School,36 Kosciuszko Street,Traralgon,3844,381,Latrobe (C),146.51536,-38.19927
Traralgon (Liddiard Road) Primary School,148 Liddiard Road,Traralgon,3844,381,Latrobe (C),146.55149,-38.20155
Eastwood Primary School,49a Alexandra Road,Ringwood East,3135,441,Maroondah (C),145.25295,-37.81724
Pascoe Vale South Primary School,411-429 Reynard Street,Pascoe Vale South,3044,525,Merri-bek (C),144.93562,-37.74572
Lalor Primary School,26 Maxwell Street,Lalor,3075,707,Whittlesea (C),145.02539,-37.67008
Reservoir West Primary School,5a Carrington Road,Reservoir,3073,189,Darebin (C),144.99023,-37.72214
Coatesville Primary School,21 Mackie Road,Bentleigh East,3165,231,Glen Eira (C),145.07363,-37.92008
Old Orchard Primary School,88 Koonung Road,Blackburn North,3130,698,Whitehorse (C),145.15251,-37.80757
Huntingdale Primary School,Grange Street,Oakleigh South,3167,497,Monash (C),145.10236,-37.91308
Box Hill North Primary School,Elizabeth Street,Box Hill North,3129,698,Whitehorse (C),145.12331,-37.80079
Ferntree Gully North Primary School,111 Forest Road,Ferntree Gully,3156,367,Knox (C),145.29942,-37.87479
Ararat West Primary School,Kneebone Street,Ararat,3377,26,Ararat (RC),142.921,-37.27736
Oak Park Primary School,Willett Avenue,Oak Park,3046,525,Merri-bek (C),144.91504,-37.71553
Dandenong North Primary School,117-125 Cleeland Street,Dandenong,3175,267,Greater Dandenong (C),145.21447,-37.97664
Bairnsdale West Primary School,Cnr Wallace & Mckean Streets,Bairnsdale,3875,211,East Gippsland (S),147.6081,-37.82454
Kalianna Special School,48-68 Prouses Road,Bendigo,3550,262,Greater Bendigo (C),144.27865,-36.73783
Harrisfield Primary School,495 Princes Hwy,Noble Park,3174,267,Greater Dandenong (C),145.1799,-37.95444
Pascoe Vale North Primary School,Kent Road,Pascoe Vale,3044,525,Merri-bek (C),144.94848,-37.72126
Belle Vue Primary School,20 Highview Road,Balwyn North,3104,111,Boroondara (C),145.07865,-37.78252
Oberon Primary School,28 Dorothy Avenue,Belmont,3216,275,Greater Geelong (C),144.34199,-38.17944
Moe Primary School,Cnr Elizabeth & King Streets,Moe,3825,381,Latrobe (C),146.24672,-38.18973
St Albans East Primary School,25 McArthur Avenue,St Albans,3021,118,Brimbank (C),144.81109,-37.74217
Bourchier Street Primary School Shepparton,Cnr Bourchier St & Balaclava R,Shepparton,3630,283,Greater Shepparton (C),145.41297,-36.36654
Swan Hill North Primary School,118 Chapman Street,Swan Hill,3585,661,Swan Hill (RC),143.54607,-35.33179
Sunshine Heights Primary School,1-19 Mailey Street,Sunshine,3020,118,Brimbank (C),144.81816,-37.79222
Sunshine North Primary School,65 - 71 Suffolk Road,Sunshine North,3020,118,Brimbank (C),144.83719,-37.77201
Banyule Primary School,50 Banyule Road,Rosanna,3084,66,Banyule (C),145.07794,-37.74361
Portland South Primary School,133-141 Edgar Street,Portland,3305,241,Glenelg (S),141.61062,-38.36527
Rosanna Golf Links Primary School,Interlaken Parade,Rosanna,3084,66,Banyule (C),145.07412,-37.73512
Cheltenham East Primary School,44 Silver Street,Cheltenham,3192,343,Kingston (C),145.06835,-37.96526
Cranbourne South Primary School,239 Pearcedale Road,Cranbourne South,3977,161,Casey (C),145.24506,-38.14794
Yarrunga Primary School,38 - 50 White Street,Wangaratta,3677,670,Wangaratta (RC),146.31718,-36.37256
Ballarat Specialist School,25 Gillies Street North,Lake Gardens,3355,57,Ballarat (C),143.8187,-37.55244
Preston North East Primary School,93 Tyler Street,East Preston,3072,189,Darebin (C),145.02946,-37.73305
Orbost North Primary School,Rupert St,Orbost,3888,211,East Gippsland (S),148.466,-37.69779
Nelson Park School,Libau Avenue,Bell Park,3215,275,Greater Geelong (C),144.3377,-38.11424
Craigieburn Primary School,87 - 91 Grand Boulevard,Craigieburn,3064,327,Hume (C),144.93355,-37.58264
Warrnambool East Primary School,Ward Street,Warrnambool,3280,673,Warrnambool (C),142.49958,-38.38959
Colac South West Primary School,238 Wilson Street,Colac,3250,175,Colac-Otway (S),143.57203,-38.34363
George Street Primary School - Hamilton,32-48  George Street,Hamilton,3300,626,Southern Grampians (S),142.0344,-37.74662
Valkstone Primary School,44 Valkstone Street,Bentleigh East,3165,231,Glen Eira (C),145.05717,-37.91461
Overport Primary School,Towerhill Road,Frankston,3199,217,Frankston (C),145.12697,-38.16049
Wembley Primary School,32 St Leonards Ave,Yarraville,3013,433,Maribyrnong (C),144.87443,-37.82104
Rosamond Special School,276 Ballarat Road,Braybrook,3019,433,Maribyrnong (C),144.85541,-37.77964
Bonbeach Primary School,29-63 Breeze Street,Bonbeach,3196,343,Kingston (C),145.12564,-38.06649
Heatherhill Primary School,959 Heatherton Road,Springvale,3171,267,Greater Dandenong (C),145.15815,-37.96265
Beaumaris North Primary School,Wood Street,Beaumaris,3193,91,Bayside (C),145.03661,-37.97424
Hamlyn Banks Primary School,2-24 Chaucer Street,Hamlyn Heights,3215,275,Greater Geelong (C),144.3271,-38.11776
Yarraman Oaks Primary School,27 Liege Avenue,Noble Park,3174,267,Greater Dandenong (C),145.19153,-37.97029
Mount Pleasant Road Nunawading Primary School,Mt Pleasant Road,Nunawading,3131,698,Whitehorse (C),145.18009,-37.82859
Glenroy West Primary School,York Street,Glenroy,3046,525,Merri-bek (C),144.90829,-37.70496
Dandenong South Primary School,52 Kirkham Road,Dandenong,3175,267,Greater Dandenong (C),145.21143,-37.99895
St Albans North Primary School,65 George Street,St Albans,3021,118,Brimbank (C),144.80201,-37.73174
Avondale Primary School,24 Wood Street,Avondale Heights,3034,506,Moonee Valley (C),144.86085,-37.76784
Beverley Hills Primary School,2 - 14 Cassowary Street,Doncaster East,3109,421,Manningham (C),145.15984,-37.79624
Wodonga West Primary School,Lawrence Street,Wodonga,3690,717,Wodonga (C),146.87671,-36.12241
Frankston Heights Primary School,10 Kalmia Street,Frankston,3199,217,Frankston (C),145.14717,-38.16181
Kerrimuir Primary School,178 Dorking Road,Box Hill North,3129,698,Whitehorse (C),145.13525,-37.80368
Heathmont East Primary School,Louis Street,Heathmont,3135,441,Maroondah (C),145.25769,-37.83035
Strathmore North Primary School,Mascoma Street,Strathmore,3041,506,Moonee Valley (C),144.91598,-37.72486
Oakleigh South Primary School,Riley Street,Oakleigh South,3167,497,Monash (C),145.0947,-37.92221
Thomastown East Primary School,82 Cedar Street,Thomastown,3074,707,Whittlesea (C),145.0249,-37.68033
Mount Waverley Heights Primary School,36 Solomon Street,Mount Waverley,3149,497,Monash (C),145.11127,-37.88892
East Bentleigh Primary School,90 Bignell Road,Bentleigh East,3165,231,Glen Eira (C),145.06942,-37.93451
Watsonia Primary School,Nell Street West,Watsonia,3087,66,Banyule (C),145.08692,-37.70703
Parktone Primary School,Robert Street,Parkdale,3195,343,Kingston (C),145.08824,-37.98711
Antonio Park Primary School,631-639 Whitehorse Road,Mitcham,3132,698,Whitehorse (C),145.206,-37.81619
Kingsbury Primary School,1A Maryborough Avenue,Kingsbury,3083,189,Darebin (C),145.0372,-37.71602
Ardeer Primary School,Suspension Street,Ardeer,3022,118,Brimbank (C),144.80049,-37.78107
Westall Primary School,Fairbank Road,Clayton South,3169,343,Kingston (C),145.13574,-37.94219
Tullamarine Primary School,Broadmeadows Road,Tullamarine,3043,327,Hume (C),144.87957,-37.7022
Guthridge Primary School,Dawson Street,Sale,3850,681,Wellington (S),147.08383,-38.0957
Park Orchards Primary School,1-3 Bowmore Avenue,Park Orchards,3114,421,Manningham (C),145.21592,-37.77952
Albion North Primary School,67-73 Furlong Road,Sunshine North,3020,118,Brimbank (C),144.82304,-37.76212
Blackburn Lake Primary School,12 - 14 Florence Street,Blackburn,3130,698,Whitehorse (C),145.1661,-37.8276
Laburnum Primary School,Janet Street,Blackburn,3130,698,Whitehorse (C),145.13921,-37.8271
Rollins Primary School,50-76 Wolseley Grove,Bell Post Hill,3215,275,Greater Geelong (C),144.32646,-38.10121
Heatherwood School,370-380 Springvale Road,Donvale,3111,421,Manningham (C),145.17804,-37.80034
Bellaire Primary School,59-71 Larcombe Street,Highton,3216,275,Greater Geelong (C),144.31977,-38.17959
Pinewood Primary School,27-35 Pinewood Drive,Mount Waverley,3149,497,Monash (C),145.14234,-37.89012
Broadmeadows Primary School,62-70 Blair Street,Broadmeadows,3047,327,Hume (C),144.92849,-37.68019
Moomba Park Primary School,111 Anderson Road,Fawkner,3060,525,Merri-bek (C),144.96722,-37.69576
Keilor Heights Primary School,Ronald Grove,Keilor East,3033,506,Moonee Valley (C),144.86649,-37.73752
Ainslie Parklands Primary School,24 - 36 Hinkley Ave,Croydon,3136,441,Maroondah (C),145.26424,-37.79379
Parkmore Primary School,38-54 Jolimont Road,Forest Hill,3131,698,Whitehorse (C),145.17718,-37.84384
Lara Primary School,120 Flinders Avenue,Lara,3212,275,Greater Geelong (C),144.41054,-38.01592
Mullum Primary School,18 Panfield Avenue,Ringwood,3134,441,Maroondah (C),145.23944,-37.79774
Cranbourne Park Primary School,1 Tucker Street,Cranbourne,3977,161,Casey (C),145.27775,-38.10406
Viewbank Primary School,2-10 Nevin Parade,Viewbank,3084,66,Banyule (C),145.08999,-37.73473
Greenhills Primary School,29 Mine Street,Greensborough,3088,66,Banyule (C),145.11865,-37.69228
Upwey South Primary School,91 Morris Road,Upwey,3158,745,Yarra Ranges (S),145.32684,-37.91314
Simpson Primary School,1 Cockayne Street,Simpson,3266,183,Corangamite (S),143.20788,-38.49862
Eltham East Primary School,16 Grove Street,Eltham,3095,571,Nillumbik (S),145.15486,-37.71143
Belvedere Park Primary School,30 Belvedere Road,Seaford,3198,217,Frankston (C),145.14693,-38.10984
Essex Heights Primary School,22 - 30 Essex Road,Mount Waverley,3149,497,Monash (C),145.11564,-37.86299
Mountain Gate Primary School,Adele Avenue,Ferntree Gully,3156,367,Knox (C),145.26971,-37.88569
Fairhills Primary School,Manuka Drive,Ferntree Gully,3156,367,Knox (C),145.2648,-37.8696
Boronia West Primary School,25 Tormore Road,Boronia,3155,367,Knox (C),145.27848,-37.85856
Southmoor Primary School,Rica Street,Moorabbin,3189,343,Kingston (C),145.05697,-37.94118
Ringwood Heights Primary School,60 Summit Crescent,Ringwood North,3134,441,Maroondah (C),145.21721,-37.80423
Glenroy Specialist School,208 Hilton St,Glenroy,3046,525,Merri-bek (C),144.92053,-37.69936
Ruskin Park Primary School,18 - 20 Ruskin Ave,Croydon,3136,441,Maroondah (C),145.29616,-37.79894
Emerson School,1430 Heatherton Road,Dandenong,3175,267,Greater Dandenong (C),145.2081,-37.96986
Fyans Park Primary School,37 Cook Street,Newtown,3220,275,Greater Geelong (C),144.32686,-38.1538
Karingal Primary School,Mallum Avenue,Frankston,3199,217,Frankston (C),145.15228,-38.13792
