Code,Label,Year,Employee income earners (no.),Total employee income ($m),Median employee income ($),Mean employee income ($),Own unincorporated business income earners (no.),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Investment income earners (no.),Total investment income ($m),Median investment income ($),Mean investment income ($),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners
20110,Alpine,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20110,Alpine,2016.0,5984,258.2,36999,43155,1763,25,7796,14197,5428,38,497,7005,316.5,36669,44247,0.468,6.2
20110,Alpine,2017.0,6047,268.1,38000,44344,1828,27.8,7194,15234,5367,39.6,472,7374,331.9,37350,45463,0.46,6
20110,Alpine,2018.0,6267,286.1,39038,45646,1844,28.7,7939,15569,5543,46.4,436,8366,358.2,38607,47467,0.466,6.5
20110,Alpine,2019.0,6264,298.1,41483,47593,1813,29.9,8997,16510,5595,46.2,353,8252,369.4,41286,49308,0.458,5.9
20110,Alpine,2020.0,6490,325.4,42526,50135,1903,27.6,7311,14522,5569,47.6,332,8546,392.6,41010,50698,0.472,6.3
20110,Alpine,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20110,Alpine,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20260,Ararat,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20260,Ararat,2016.0,5161,231.1,40508,44779,1206,18.4,6741,15256,4141,26.2,356,6333,270.3,39668,45459,0.451,5.3
20260,Ararat,2017.0,5212,239.7,41603,45995,1236,33.2,11514,26855,4036,29.3,357,7256,297.7,41614,49342,0.457,6.8
20260,Ararat,2018.0,5339,252.5,43589,47292,1270,29.7,10337,23358,4115,30.7,323,7464,307.7,43190,49515,0.454,6.2
20260,Ararat,2019.0,5241,264.4,45805,50456,1251,45.8,14454,36586,4142,29.1,244,7034,333.3,46574,54952,0.438,6.1
20260,Ararat,2020.0,5333,275.7,46711,51689,1292,41.6,11861,32222,4003,30.5,229,7631,341.3,46504,54969,0.461,6.6
20260,Ararat,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20260,Ararat,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20570,Ballarat,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20570,Ballarat,2016.0,49164,2506.2,44699,50975,6991,161.4,9090,23093,38269,324.1,189,8469,2933.5,44953,54393,0.454,8.4
20570,Ballarat,2017.0,50318,2652.8,46105,52722,7159,172,9874,24021,38443,326.6,177,8496,3093.3,45942,55631,0.452,7.8
20570,Ballarat,2018.0,51744,2828,48138,54654,7365,181.7,10085,24667,39208,354.4,167,9039,3329.9,47859,57871,0.453,8.4
20570,Ballarat,2019.0,53689,3029.3,49766,56423,7420,180.5,9159,24322,41520,377.7,133,9097,3513.5,49697,59380,0.447,7.5
20570,Ballarat,2020.0,55362,3252.3,51302,58747,7582,177.2,9000,23372,40660,379.4,101,9330,3721.7,50767,60953,0.449,7.5
20570,Ballarat,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20570,Ballarat,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20660,Banyule,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20660,Banyule,2016.0,65521,4144.2,52743,63250,9336,244.9,10990,26235,56792,585.6,455,10310,4786,51515,65721,0.472,8.5
20660,Banyule,2017.0,65900,4335.7,54559,65791,9598,254.7,10669,26536,56897,591.3,414,10392,4992,52841,67431,0.488,8.9
20660,Banyule,2018.0,67283,4600.6,56342,68377,9811,268.4,11397,27359,58158,677.3,386,11646,5372,54519,70497,0.479,9.4
20660,Banyule,2019.0,68149,4824.1,58837,70787,10009,276.7,11124,27647,59507,713.4,342,11989,5650.2,56692,73199,0.478,9.4
20660,Banyule,2020.0,68156,5012.9,61256,73550,10059,284.1,10546,28245,57776,646.7,290,11193,5717.3,58553,74315,0.473,8.4
20660,Banyule,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20660,Banyule,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20740,Bass Coast,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20740,Bass Coast,2016.0,13569,599,37048,44147,3916,75.4,13712,19254,12163,96.4,387,7923,756.7,35998,44549,0.475,6.5
20740,Bass Coast,2017.0,14037,637,37826,45380,4009,78.8,13090,19649,12558,98.1,384,7812,807,36330,45350,0.475,6.3
20740,Bass Coast,2018.0,14667,691.2,39115,47123,4122,84.6,13440,20535,13076,111.8,359,8551,875.5,37559,46996,0.482,6.6
20740,Bass Coast,2019.0,15096,731.1,40611,48430,4139,82.4,13203,19918,13662,125.2,299,9167,934.2,39131,48895,0.478,7.1
20740,Bass Coast,2020.0,16051,819.3,42814,51046,4440,95.2,13534,21430,14060,128.6,243,9150,1026.6,40532,50491,0.478,6.9
20740,Bass Coast,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20740,Bass Coast,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20830,Baw Baw,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20830,Baw Baw,2016.0,22872,1178.3,43928,51517,5934,91.3,8703,15383,18824,138.6,263,7360,1374.1,41961,51058,0.467,6.2
20830,Baw Baw,2017.0,23683,1245.3,44741,52582,6102,95.5,7773,15658,19447,149.1,235,7666,1464.7,42534,52210,0.468,6.5
20830,Baw Baw,2018.0,24564,1345.6,46642,54779,6102,100.7,8247,16506,20105,158.7,226,7894,1566.2,44473,53914,0.463,6
20830,Baw Baw,2019.0,25470,1437.9,49014,56456,5947,97.8,7638,16452,21036,176.5,175,8388,1678.9,46739,56057,0.456,6
20830,Baw Baw,2020.0,26816,1563.8,50344,58316,6136,113.1,9041,18429,20817,180.3,131,8663,1809.5,48180,57988,0.456,6.3
20830,Baw Baw,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20830,Baw Baw,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20910,Bayside (Vic.),2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20910,Bayside (Vic.),2016.0,50393,4522.7,56121,89749,9019,427,13459,47345,53295,1461.7,1951,27426,6231.1,58909,99195,0.581,14.1
20910,Bayside (Vic.),2017.0,51168,4715.4,58166,92155,9081,443.9,13967,48882,53756,1461.6,1917,27189,6476.3,59884,100811,0.578,13.4
20910,Bayside (Vic.),2018.0,51841,4948.5,59939,95455,9109,453.2,14103,49748,54789,1650.7,1826,30129,6928.8,61075,105628,0.59,15.2
20910,Bayside (Vic.),2019.0,52627,5115.5,61601,97204,9281,453.8,13949,48895,55237,1728.6,1802,31294,7118.6,63649,107774,0.584,15
20910,Bayside (Vic.),2020.0,52583,5274.9,64379,100316,9230,469.3,13827,50850,54536,1702.8,1629,31223,7212.6,64459,109004,0.584,15.2
20910,Bayside (Vic.),2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20910,Bayside (Vic.),2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21010,Benalla,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21010,Benalla,2016.0,6207,284.8,41197,45877,1776,22.9,5818,12900,5467,37.8,343,6917,338.2,38821,45470,0.469,6.1
21010,Benalla,2017.0,6154,293.3,42775,47668,1759,21.8,5877,12377,5414,38.1,308,7038,349.7,39583,46435,0.465,5.7
21010,Benalla,2018.0,6303,308.4,44547,48933,1764,22.2,6000,12604,5445,41.6,310,7648,366.4,41382,47751,0.462,5.8
21010,Benalla,2019.0,6387,322.7,46166,50529,1722,18.4,4845,10685,5534,46.1,297,8338,382.8,42624,49438,0.463,5.8
21010,Benalla,2020.0,6554,351.1,48364,53564,1788,17.2,5842,9640,5401,46.2,236,8563,406.4,43992,51046,0.475,6.2
21010,Benalla,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21010,Benalla,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21110,Boroondara,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21110,Boroondara,2016.0,90644,7394.5,54004,81577,15631,1010.2,13633,64630,94482,2362.3,1682,25002,10526.2,57306,95770,0.584,14.3
21110,Boroondara,2017.0,91374,7624.5,55127,83443,15814,1024.9,13867,64812,95375,2355.8,1527,24701,10839.2,57294,96343,0.587,14.3
21110,Boroondara,2018.0,92496,7928.8,57403,85720,15932,1061.4,14237,66618,97694,2516.4,1412,25758,11246.7,58284,97424,0.587,14.1
21110,Boroondara,2019.0,93533,8193.5,59221,87600,16056,1060.1,14422,66024,99213,2635.4,1306,26563,11647.9,60576,100250,0.585,13.9
21110,Boroondara,2020.0,92859,8392.8,61699,90383,15995,1058,13442,66148,97601,2469.5,1218,25302,11716.1,60701,100845,0.589,14.5
21110,Boroondara,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21110,Boroondara,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21180,Brimbank,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21180,Brimbank,2016.0,94621,4574.5,43917,48346,13040,242.6,13427,18606,61923,223,146,3600,4841.2,42978,48627,0.411,5.1
21180,Brimbank,2017.0,96316,4747.1,44455,49287,13760,254,13122,18458,61671,228.8,130,3710,5044.5,43443,49647,0.414,5.2
21180,Brimbank,2018.0,98295,5027.6,45881,51148,14356,269.9,13600,18803,62969,245.5,110,3898,5346,44657,51044,0.418,5.3
21180,Brimbank,2019.0,100245,5251.6,47372,52388,15165,292.2,13860,19268,66658,268.8,79,4033,5593.3,45981,52271,0.415,5.1
21180,Brimbank,2020.0,99610,5377.3,48382,53983,15064,280,12933,18589,63704,266.4,56,4182,5672.6,46673,53414,0.419,5.2
21180,Brimbank,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21180,Brimbank,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21270,Buloke,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21270,Buloke,2016.0,2557,99.9,33757,39082,1123,-0.4,520,-351,2699,19.3,724,7149,116.2,28980,34346,0.639,7
21270,Buloke,2017.0,2617,106,35089,40495,1209,37.3,14527,30886,2649,17.4,595,6585,157.4,36990,45756,0.495,6.4
21270,Buloke,2018.0,2658,113,36871,42503,1247,49.7,20000,39891,2651,17.4,592,6548,173.8,40377,50286,0.501,6.7
21270,Buloke,2019.0,2519,110.6,39731,43910,1089,29,11016,26604,2503,17.4,514,6938,154,40287,47275,0.518,6.7
21270,Buloke,2020.0,2697,124.4,40576,46127,1216,50.3,22100,41401,2532,16.7,417,6602,186.1,43642,53706,0.488,6.2
21270,Buloke,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21270,Buloke,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2016.0,17830,816.1,41568,45772,4592,51.2,5428,11144,14696,106.5,306,7248,946.2,39782,45443,0.471,6.1
21370,Campaspe,2017.0,17866,842.4,42875,47152,4591,53.8,5614,11709,14576,107.1,255,7346,985.5,41043,46790,0.464,5.9
21370,Campaspe,2018.0,18238,890.1,44354,48804,4580,83.6,9227,18247,14692,112.1,236,7628,1058.7,43348,49521,0.449,5.8
21370,Campaspe,2019.0,18447,916.3,45379,49672,4255,68.2,8747,16018,14817,118.4,194,7990,1079.5,44329,50451,0.453,6.1
21370,Campaspe,2020.0,18685,970.5,47020,51938,4458,71,8137,15919,14496,117.2,166,8088,1125.8,45203,51625,0.458,6.1
21370,Campaspe,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2016.0,48936,2565.6,46938,52427,7940,157.7,11350,19864,34213,215.1,97,6287,2825.5,47316,54332,0.413,6.1
21450,Cardinia,2017.0,51758,2772.2,48044,53561,8388,170.9,11456,20377,35521,223,87,6277,3055.5,48261,55385,0.413,5.8
21450,Cardinia,2018.0,54690,3053.4,49908,55831,8718,173.5,11307,19898,37116,252.4,81,6799,3359.6,49998,57426,0.414,6
21450,Cardinia,2019.0,57367,3312.1,52006,57735,8911,176.3,10683,19785,39717,270.1,62,6801,3638,52068,59262,0.407,5.6
21450,Cardinia,2020.0,60238,3583.7,53106,59493,9377,175,10190,18663,39169,264.7,41,6758,3881.2,52595,60257,0.412,5.6
21450,Cardinia,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2016.0,152575,7939.3,47492,52035,22666,458.2,13543,20215,102866,468.1,79,4550,8572.5,46719,52989,0.403,5.7
21610,Casey,2017.0,159760,8486.9,48397,53123,24624,523.1,13579,21242,105626,490.5,69,4644,9222.3,47535,54054,0.405,5.8
21610,Casey,2018.0,167353,9194,49964,54937,26185,548,14373,20930,109464,525.6,57,4801,10016.2,48849,55672,0.406,6
21610,Casey,2019.0,175698,9951,51479,56637,28075,590.4,14365,21030,117793,540.4,43,4588,10778.4,50318,56927,0.401,5.4
21610,Casey,2020.0,181814,10594.5,52717,58271,29333,591.5,13417,20166,116060,570.7,28,4917,11404.2,51167,58172,0.404,5.5
21610,Casey,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2016.0,4875,197.3,37347,40480,1033,12.5,6706,12112,3911,19,230,4869,224.4,35144,40020,0.464,6.5
21670,Central Goldfields,2017.0,4923,206.1,38557,41855,1034,16.5,8239,15977,3848,18.6,201,4825,238,36418,42017,0.451,5.7
21670,Central Goldfields,2018.0,5038,220.8,40617,43830,1086,18.8,8450,17348,3855,19.7,185,5121,255,38497,43669,0.445,5.8
21670,Central Goldfields,2019.0,5069,229.9,41910,45360,1003,19.1,9887,19038,3866,19.3,159,4987,263.3,39934,45412,0.442,5.5
21670,Central Goldfields,2020.0,5099,243.3,43801,47723,1053,16.1,8084,15245,3679,18.1,142,4908,271.8,40585,46066,0.454,5.5
21670,Central Goldfields,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2016.0,10457,462.3,40309,44206,2785,42.9,6983,15407,8779,72.8,319,8295,567.2,39721,45677,0.46,6.8
21750,Colac Otway,2017.0,10678,486.1,41124,45524,2830,44.6,7348,15775,8796,71.4,301,8116,594.6,40666,46837,0.454,6.7
21750,Colac Otway,2018.0,10943,517.5,43166,47290,2824,46.8,7057,16573,8738,80.9,318,9259,632.1,42658,48573,0.451,6.4
21750,Colac Otway,2019.0,11320,547.9,44274,48405,2766,46.2,7785,16690,9056,84.6,257,9338,660.3,44315,50185,0.445,6.2
21750,Colac Otway,2020.0,11329,571.3,45992,50431,2895,51.3,7491,17720,8859,78.1,208,8814,681.7,44863,51249,0.45,6.2
21750,Colac Otway,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2016.0,6918,302.3,38374,43703,3128,56.7,11768,18126,6792,51.4,476,7560,401,37852,44116,0.498,5.8
21830,Corangamite,2017.0,6972,311.5,39085,44684,3113,60.5,12914,19424,6819,51.8,422,7598,416.8,37867,45049,0.498,6.4
21830,Corangamite,2018.0,7227,330.4,40141,45712,3062,58.2,12429,18998,6688,55,356,8225,432.1,39678,46348,0.491,6.2
21830,Corangamite,2019.0,7077,336.4,42578,47530,2741,68.7,13001,25069,6463,58,250,8971,453,43281,51000,0.472,6.9
21830,Corangamite,2020.0,7460,374.6,45175,50210,3029,98.4,15647,32499,6577,58.5,249,8892,516.9,45675,54518,0.495,7.7
21830,Corangamite,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2016.0,79100,4532.1,48779,57296,12564,267.8,10224,21314,60157,380.8,255,6331,4874.5,48679,59598,0.446,6.8
21890,Darebin,2017.0,81470,4827.2,50035,59251,13427,289,9962,21524,60887,394.7,224,6482,5215.2,49829,61293,0.448,6.6
21890,Darebin,2018.0,84039,5179.7,51847,61634,14197,304.9,9675,21473,62950,431.9,196,6861,5612.7,51258,63526,0.449,6.9
21890,Darebin,2019.0,86349,5567,54278,64471,14837,334.6,10218,22550,66154,465.8,163,7041,6034.6,53719,66445,0.449,7.2
21890,Darebin,2020.0,86313,5851,56652,67788,14785,336.7,9609,22770,64066,444.5,138,6938,6279.1,55636,69269,0.449,7.1
21890,Darebin,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2016.0,19127,846.3,37835,44248,5325,90.6,8813,17008,16617,121,374,7284,1038.3,37018,44876,0.476,6.9
22110,East Gippsland,2017.0,19190,863.7,38908,45010,5349,100.2,9911,18737,16710,119.4,370,7143,1081.4,37743,45753,0.473,7.2
22110,East Gippsland,2018.0,19790,919.1,40208,46444,5349,84.8,8730,15851,16699,125.9,350,7541,1111.7,38352,45839,0.475,6.5
22110,East Gippsland,2019.0,20102,970.6,42079,48284,5106,66.4,7511,13001,16841,134.1,282,7961,1161.1,40028,47619,0.479,6.6
22110,East Gippsland,2020.0,20891,1058.2,43752,50654,5370,79.1,7902,14734,16686,134.8,252,8077,1249.4,41133,49479,0.479,6.7
22110,East Gippsland,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22170,Frankston,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22170,Frankston,2016.0,71105,3785.9,47678,53244,9227,195.8,13766,21218,49711,244.7,116,4922,4042.9,47260,53979,0.41,5.6
22170,Frankston,2017.0,71816,3932.6,49208,54759,9468,204.5,13150,21600,49161,251.9,105,5125,4218.3,48613,55453,0.409,5.4
22170,Frankston,2018.0,73159,4185.8,50950,57215,9658,216.8,13834,22451,50394,275.5,95,5466,4506.3,50037,57423,0.415,5.8
22170,Frankston,2019.0,74200,4386.2,52901,59113,9897,221.2,12526,22354,52237,290.4,78,5559,4726,52003,59308,0.408,5.3
22170,Frankston,2020.0,74223,4550.8,54633,61312,9862,224.6,12766,22771,49751,271.5,58,5457,4837.5,52932,60839,0.411,5.4
22170,Frankston,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22170,Frankston,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22250,Gannawarra,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22250,Gannawarra,2016.0,4449,182.7,37360,41069,1676,15.7,5612,9350,4274,33.7,585,7880,226.2,35804,40388,0.518,6.4
22250,Gannawarra,2017.0,4469,187,38740,41837,1713,19.7,5742,11519,4223,31.4,580,7446,230.5,36650,40953,0.504,6
22250,Gannawarra,2018.0,4557,199.4,40070,43751,1676,34.4,10580,20537,4157,37.2,427,8960,263.4,39492,46301,0.497,7.6
22250,Gannawarra,2019.0,4392,197.6,41979,45001,1446,29.3,9694,20297,4011,35.7,347,8908,256.5,40999,46918,0.499,7
22250,Gannawarra,2020.0,4537,214.3,43187,47237,1541,30.6,10000,19879,3943,35.5,311,8996,270.5,42157,48255,0.484,6.4
22250,Gannawarra,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22250,Gannawarra,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22310,Glen Eira,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22310,Glen Eira,2016.0,76627,5152.6,52000,67242,12531,421.4,13000,33626,70240,1087.2,709,15478,6393.2,53099,73518,0.504,9.7
22310,Glen Eira,2017.0,78346,5398.8,53000,68909,12975,437.2,12406,33693,70771,1117.5,650,15791,6716.7,54054,75187,0.507,10.1
22310,Glen Eira,2018.0,80776,5743.1,54546,71099,13426,441.1,12294,32853,72679,1165.9,566,16042,7089.2,55256,76641,0.508,9.8
22310,Glen Eira,2019.0,83132,6130.4,56429,73742,13995,469.4,11714,33541,75120,1215.7,480,16184,7514.9,57375,79615,0.507,10.1
22310,Glen Eira,2020.0,84016,6424.3,59228,76465,14085,474.3,11880,33672,73879,1133.1,427,15338,7755.2,59170,81355,0.503,9.8
22310,Glen Eira,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22310,Glen Eira,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22410,Glenelg,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22410,Glenelg,2016.0,9359,461.6,41286,49324,2470,56.1,10409,22701,7381,44.4,327,6014,546,42409,51827,0.459,5.8
22410,Glenelg,2017.0,9298,470,43043,50549,2503,63.2,11031,25242,7387,42.5,288,5755,562.2,43360,52768,0.457,6
22410,Glenelg,2018.0,9507,495.3,44957,52096,2443,58.2,10548,23817,7438,44.6,271,6001,583.8,44647,53522,0.453,5.6
22410,Glenelg,2019.0,9563,519.2,47245,54296,2338,51.6,10347,22062,7550,51.4,211,6807,605.4,46683,55392,0.452,5.6
22410,Glenelg,2020.0,9622,531,48634,55185,2433,52.4,9736,21521,7261,51.1,176,7044,617.9,46580,55509,0.469,6.4
22410,Glenelg,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22410,Glenelg,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22490,Golden Plains,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22490,Golden Plains,2016.0,10815,573.7,46592,53051,2149,31.5,6994,14639,8001,49.3,170,6158,643,45217,52940,0.438,6
22490,Golden Plains,2017.0,11295,616.7,48413,54600,2280,41.1,8397,18027,8332,53.6,147,6434,700.9,47096,54849,0.436,5.9
22490,Golden Plains,2018.0,11685,661.7,50000,56629,2326,47,9888,20228,8594,64,147,7444,757.4,48650,56876,0.436,6.3
22490,Golden Plains,2019.0,11958,703.9,52190,58865,2273,51,10202,22440,9066,69.2,115,7636,808.2,51443,59789,0.429,6.2
22490,Golden Plains,2020.0,12466,756.3,53822,60672,2343,47,9017,20069,9007,75,91,8326,856,52636,61345,0.434,6.3
22490,Golden Plains,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22490,Golden Plains,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22620,Greater Bendigo,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22620,Greater Bendigo,2016.0,53366,2662.9,44554,49898,7934,148.2,8549,18676,41622,326.3,231,7839,3081.4,44261,51879,0.442,6.6
22620,Greater Bendigo,2017.0,54843,2807.2,45515,51186,8093,168,9911,20755,41913,324.3,202,7738,3243.5,45060,52919,0.44,6.4
22620,Greater Bendigo,2018.0,56447,3004.4,47500,53226,8115,187.1,10605,23053,42709,346.4,196,8110,3473.4,47061,55041,0.436,6.4
22620,Greater Bendigo,2019.0,57628,3189.1,49695,55340,7936,186,10633,23441,44572,376.8,160,8454,3695.6,49246,57341,0.434,6.6
22620,Greater Bendigo,2020.0,59292,3423.6,51481,57741,8209,187.1,9831,22796,43773,196.5,137,4489,3716.5,50380,55941,0.515,6.7
22620,Greater Bendigo,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22620,Greater Bendigo,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22670,Greater Dandenong,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22670,Greater Dandenong,2016.0,70093,3111.1,41022,44385,12005,214.8,14624,17889,45654,140.8,130,3084,3333.1,39845,44286,0.411,5.1
22670,Greater Dandenong,2017.0,72614,3280.2,41558,45174,13025,243.4,14853,18684,45885,156.3,105,3407,3554.4,40267,45221,0.412,5.4
22670,Greater Dandenong,2018.0,75680,3546.7,42834,46864,13759,262.4,14720,19073,47286,163.8,90,3465,3869.5,41408,46935,0.419,6
22670,Greater Dandenong,2019.0,78728,3771.6,43986,47907,14583,281.5,14442,19304,51234,173,59,3377,4098.1,42713,47898,0.411,5.4
22670,Greater Dandenong,2020.0,79884,3930.5,44670,49203,14576,274,13714,18797,49398,183.8,39,3722,4230,43220,49072,0.416,5.6
22670,Greater Dandenong,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22670,Greater Dandenong,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22750,Greater Geelong,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22750,Greater Geelong,2016.0,114675,6128.8,45256,53445,16024,361.4,11038,22554,89123,806.6,252,9051,7139.3,45141,55829,0.459,7.6
22750,Greater Geelong,2017.0,119610,6593.7,46670,55127,16844,402.8,11214,23915,91224,851.2,224,9330,7701.6,46551,57630,0.459,7.8
22750,Greater Geelong,2018.0,123645,7063.6,48628,57128,17677,438.2,11372,24791,94730,907.2,210,9576,8243.5,48258,59313,0.456,7.6
22750,Greater Geelong,2019.0,128454,7601.8,50673,59180,18423,465.6,11825,25273,100725,975.1,169,9681,8875.6,50385,61557,0.451,7.5
22750,Greater Geelong,2020.0,133179,8115.7,52125,60938,19496,476.2,11255,24423,100555,939.8,130,9346,9307.1,51228,62334,0.45,7.1
22750,Greater Geelong,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22750,Greater Geelong,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22830,Greater Shepparton,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22830,Greater Shepparton,2016.0,32186,1487.8,41557,46227,6022,77.3,7448,12841,23746,180.1,221,7583,1702.7,41806,48405,0.446,6.7
22830,Greater Shepparton,2017.0,32150,1524.3,42422,47412,5901,78.5,6944,13310,23513,179.3,193,7624,1747.4,42398,49370,0.448,6.6
